,id,Altermagnet=1,teacher pred,teacher prob,epoch_1 class,epoch_1 prob,epoch_2 class,epoch_2 prob,epoch_3 class,epoch_3 prob,epoch_4 class,epoch_4 prob,epoch_5 class,epoch_5 prob,epoch_6 class,epoch_6 prob,epoch_7 class,epoch_7 prob,epoch_8 class,epoch_8 prob,epoch_9 class,epoch_9 prob,epoch_10 class,epoch_10 prob,epoch_11 class,epoch_11 prob,epoch_12 class,epoch_12 prob,epoch_13 class,epoch_13 prob,epoch_14 class,epoch_14 prob,epoch_15 class,epoch_15 prob,epoch_16 class,epoch_16 prob,epoch_17 class,epoch_17 prob,epoch_18 class,epoch_18 prob,epoch_19 class,epoch_19 prob,epoch_20 class,epoch_20 prob,epoch_21 class,epoch_21 prob,epoch_22 class,epoch_22 prob,epoch_23 class,epoch_23 prob,epoch_24 class,epoch_24 prob,epoch_25 class,epoch_25 prob,epoch_26 class,epoch_26 prob,epoch_27 class,epoch_27 prob,epoch_28 class,epoch_28 prob,epoch_29 class,epoch_29 prob,epoch_30 class,epoch_30 prob,epoch_31 class,epoch_31 prob,epoch_32 class,epoch_32 prob,epoch_33 class,epoch_33 prob,epoch_34 class,epoch_34 prob,epoch_35 class,epoch_35 prob,epoch_36 class,epoch_36 prob,epoch_37 class,epoch_37 prob,epoch_38 class,epoch_38 prob,epoch_39 class,epoch_39 prob,epoch_40 class,epoch_40 prob,epoch_41 class,epoch_41 prob,epoch_42 class,epoch_42 prob,epoch_43 class,epoch_43 prob,epoch_44 class,epoch_44 prob,epoch_45 class,epoch_45 prob,epoch_46 class,epoch_46 prob,epoch_47 class,epoch_47 prob,epoch_48 class,epoch_48 prob,epoch_49 class,epoch_49 prob,epoch_50 class,epoch_50 prob,epoch_51 class,epoch_51 prob,epoch_52 class,epoch_52 prob,epoch_53 class,epoch_53 prob,epoch_54 class,epoch_54 prob,epoch_55 class,epoch_55 prob,epoch_56 class,epoch_56 prob,epoch_57 class,epoch_57 prob,epoch_58 class,epoch_58 prob,epoch_59 class,epoch_59 prob,epoch_60 class,epoch_60 prob,epoch_61 class,epoch_61 prob,epoch_62 class,epoch_62 prob,epoch_63 class,epoch_63 prob,epoch_64 class,epoch_64 prob,epoch_65 class,epoch_65 prob,epoch_66 class,epoch_66 prob,epoch_67 class,epoch_67 prob,epoch_68 class,epoch_68 prob,epoch_69 class,epoch_69 prob,epoch_70 class,epoch_70 prob
0,mp-5628,1,1,0.9999997615814209,1,8.656429290771484,1,7.5036420822143555,1,5.991742134094238,1,5.100476264953613,1,4.123043060302734,1,3.5392937660217285,1,3.3692774772644043,1,2.818020820617676,1,2.4500927925109863,1,1.986396312713623,1,1.6596530675888062,1,1.3681758642196655,1,1.1676872968673706,1,0.9174596667289734,1,0.7458118200302124,1,0.7542058229446411,1,0.7015482783317566,1,0.6934425830841064,1,0.5783075094223022,1,0.5388123393058777,0,0.4795001149177551,1,0.510778546333313,0,0.4709262251853943,0,0.43641602993011475,0,0.46221357583999634,0,0.470045804977417,1,0.5166797637939453,1,0.5500165820121765,1,0.5042208433151245,1,0.6134030818939209,1,0.6441871523857117,1,0.6442773342132568,1,0.7043524980545044,1,0.7346736192703247,1,0.7828550338745117,1,0.7655826210975647,1,0.7756710052490234,1,0.7830106616020203,1,0.7702908515930176,1,0.7875661849975586,1,0.7340485453605652,1,0.8498616218566895,1,0.7347862720489502,1,0.9009212255477905,1,0.8059067726135254,1,0.8924033641815186,1,0.716627836227417,1,0.8981617093086243,1,0.9671609997749329,1,0.8246033191680908,1,0.9212778806686401,1,0.5973162651062012,1,0.922916829586029,1,0.9115021824836731,1,0.9941142797470093,1,0.9616529941558838,1,0.9919044971466064,1,0.9885983467102051,1,0.8912977576255798,1,0.9738800525665283,1,0.7398014068603516,1,0.9142729043960571,1,0.7833781242370605,1,0.8770691156387329,1,0.9827100038528442,1,0.8933573365211487,1,0.90849369764328,1,0.9428279399871826,1,0.9120094180107117,1,0.9401334524154663
1,mp-1111,1,1,0.9999723434448242,1,6.027729034423828,1,5.185224533081055,1,4.767062187194824,1,4.724886417388916,1,4.301965713500977,1,3.6301259994506836,1,2.9686193466186523,1,2.11381459236145,1,0.966944694519043,0,-0.15211302042007446,0,-0.7140946388244629,0,-0.7304486036300659,0,-0.024166971445083618,0,0.1292904019355774,0,0.010073333978652954,0,0.2821546196937561,1,0.5075492262840271,1,0.5865843892097473,1,0.577608048915863,1,0.52864670753479,1,0.5107226967811584,1,0.5409371256828308,1,0.5244910717010498,1,0.5340535640716553,1,0.5562170743942261,0,0.4194657504558563,1,0.5977359414100647,1,0.6255232095718384,1,0.6053064465522766,1,0.6865525245666504,1,0.7187733054161072,1,0.6754624247550964,1,0.7749897241592407,1,0.7988842129707336,1,0.8203310966491699,1,0.8385850787162781,1,0.7211998701095581,1,0.8194782733917236,1,0.894136905670166,1,0.791857123374939,1,0.948921799659729,1,0.9464166164398193,1,0.8808763027191162,1,0.9690651893615723,1,0.9864511489868164,1,0.858295202255249,1,1.0353171825408936,1,0.9654839634895325,1,0.9887228608131409,1,1.0548982620239258,1,0.8888713121414185,1,1.0307800769805908,1,1.0670075416564941,1,0.8160927891731262,1,1.0650980472564697,1,1.0965454578399658,1,0.960130512714386,1,1.0955264568328857,1,1.0549012422561646,1,1.0806818008422852,1,1.124826431274414,1,0.9815210103988647,1,0.9883285760879517,1,1.0917177200317383,1,1.0832269191741943,1,0.9641948938369751,1,0.9076981544494629,1,0.9146413803100586,1,1.0256097316741943,1,0.9373295307159424
2,mp-1229,1,1,0.9999710321426392,1,7.554412841796875,1,7.002193927764893,1,6.505898475646973,1,6.213514804840088,1,5.611631393432617,1,4.0731964111328125,1,4.158387184143066,1,3.4400296211242676,1,2.921004295349121,1,2.344634532928467,1,1.8733395338058472,1,1.5195982456207275,1,1.2471978664398193,1,1.0082132816314697,1,0.9320089817047119,1,0.8244736194610596,1,0.7636148929595947,1,0.7016205787658691,1,0.618007481098175,1,0.5873987674713135,1,0.5773000121116638,1,0.5347577333450317,1,0.545708179473877,1,0.5444276332855225,1,0.5512109398841858,1,0.5486928224563599,1,0.5882139801979065,1,0.5565338134765625,1,0.6475135087966919,1,0.6818850040435791,1,0.6584727764129639,1,0.6755589246749878,1,0.7825047969818115,1,0.8589795827865601,1,0.8396798372268677,1,0.8003351092338562,1,0.8357997536659241,1,0.9142441749572754,1,0.878227949142456,1,0.9700587391853333,1,1.0003178119659424,1,0.9567462205886841,1,1.0593843460083008,1,1.0999927520751953,1,1.016954779624939,1,1.0049043893814087,1,1.1444752216339111,1,1.1552205085754395,1,1.1629390716552734,1,1.0023674964904785,1,1.1749083995819092,1,1.0645807981491089,1,1.2294490337371826,1,1.093429684638977,1,1.1958752870559692,1,1.0121135711669922,1,1.0729563236236572,1,1.1847314834594727,1,1.1253983974456787,1,1.165013313293457,1,1.1529946327209473,1,1.1438665390014648,1,1.1366873979568481,1,1.0159697532653809,1,1.0766339302062988,1,1.0178881883621216,1,0.9707790613174438,1,1.0566980838775635,1,1.0877472162246704,1,1.0789062976837158
3,mp-36480,1,1,0.9999974966049194,1,7.922883033752441,1,7.7490129470825195,1,6.583402633666992,1,5.416229248046875,1,4.934393882751465,1,3.986400842666626,1,3.0818984508514404,1,2.919947385787964,1,2.0921504497528076,1,1.5724008083343506,1,0.97930908203125,1,0.6236289143562317,0,0.2517624497413635,0,0.0011764168739318848,0,-0.0042182207107543945,0,0.0039268434047698975,0,-0.02336108684539795,0,0.3171827495098114,0,-0.012622237205505371,0,-0.05465579032897949,0,-0.005093395709991455,0,-0.007471531629562378,0,0.026641130447387695,0,0.07720854878425598,0,0.09685094654560089,0,0.13934987783432007,0,0.18428045511245728,0,0.27764153480529785,0,0.13222244381904602,0,0.37447047233581543,0,0.44502437114715576,1,0.5034915804862976,1,0.5095012187957764,1,0.523734450340271,0,0.4794842600822449,1,0.5225606560707092,0,0.4764691889286041,0,0.46946820616722107,0,0.4755021035671234,1,0.5012838840484619,1,0.501367449760437,1,0.5164546966552734,1,0.5705211162567139,1,0.7210589647293091,1,0.5470761656761169,1,0.7916293144226074,1,0.5541220307350159,1,0.6508604288101196,1,0.5480400919914246,1,0.9193881750106812,1,0.8106611967086792,1,0.8037050366401672,1,0.7278156280517578,1,0.7936402559280396,1,0.8202928304672241,1,0.8669798374176025,1,0.7751747965812683,1,0.746579647064209,1,0.7270510196685791,1,0.9036973714828491,1,0.9194616675376892,1,0.8597357273101807,1,0.8296471834182739,1,0.9003266096115112,1,0.8648810982704163,1,0.8841728568077087,1,0.9108451008796692,1,0.8884180188179016,1,0.9238985776901245,1,0.5917428135871887
4,mp-20772,1,1,1.0,1,9.348520278930664,1,7.515275001525879,1,6.482021808624268,1,4.946285247802734,1,4.602134704589844,1,4.302029609680176,1,3.5177712440490723,1,3.4714009761810303,1,2.891106128692627,1,2.6262967586517334,1,2.083404064178467,1,1.7012951374053955,1,1.599221110343933,1,1.3604921102523804,1,1.1815197467803955,1,1.067667007446289,1,0.899124801158905,1,0.8345085978507996,1,0.7687489986419678,1,0.6674012541770935,1,0.6485608816146851,1,0.6131962537765503,1,0.5558373928070068,1,0.615207314491272,1,0.5666326284408569,1,0.6111705303192139,0,0.417668879032135,1,0.628521203994751,1,0.6912128925323486,1,0.7528032064437866,1,0.5348649621009827,1,0.7760549783706665,1,0.7748374938964844,1,0.8539597988128662,1,0.9095473289489746,1,0.8180619478225708,1,0.8638507723808289,1,1.0393493175506592,1,1.0166674852371216,1,0.978872537612915,1,1.0299830436706543,1,1.137148141860962,1,1.0856106281280518,1,1.185787558555603,1,0.9401957988739014,1,1.1604411602020264,1,1.2650794982910156,1,1.2779250144958496,1,1.2872610092163086,1,1.2116601467132568,1,0.8873881101608276,1,1.3357818126678467,1,1.315847396850586,1,1.2650578022003174,1,0.9487113952636719,1,1.323878526687622,1,1.287716031074524,1,1.2219674587249756,1,1.2824201583862305,1,1.3052952289581299,1,1.1592543125152588,1,1.1928966045379639,1,1.0784053802490234,1,0.9496264457702637,1,1.159327745437622,1,1.302364468574524,1,1.256975531578064,1,1.254462718963623,1,1.2524871826171875,1,1.1696029901504517
5,mp-510408,1,1,0.9893159866333008,1,2.6842217445373535,1,2.744729995727539,1,2.527224063873291,1,2.5662965774536133,1,2.572025775909424,1,2.418142795562744,1,2.279547691345215,1,1.9992790222167969,1,1.6689419746398926,1,1.374091625213623,1,1.0724358558654785,1,0.8635468482971191,1,0.7062551379203796,1,0.5660483837127686,0,0.2589794099330902,0,0.4467877745628357,0,0.43181806802749634,0,0.18681053817272186,0,0.3885731101036072,0,0.3658651113510132,0,0.3473583459854126,0,0.33438077569007874,0,0.33871957659721375,0,0.1493619978427887,0,0.3541810214519501,0,0.3683926463127136,0,0.1816117763519287,0,0.4158535301685333,0,0.4452918469905853,0,0.4772447347640991,1,0.5103327035903931,1,0.5474568605422974,1,0.5777876973152161,1,0.6170617938041687,1,0.6133782863616943,1,0.6417970657348633,0,0.4584232568740845,1,0.7174201011657715,1,0.7251573801040649,1,0.6955981254577637,1,0.6660928130149841,1,0.6827359199523926,1,0.5193835496902466,1,0.781833827495575,1,0.689098060131073,1,0.7477788925170898,1,0.8166408538818359,1,0.8208207488059998,1,0.8076313138008118,1,0.8372659683227539,1,0.8023302555084229,1,0.8428143858909607,1,0.8541356325149536,1,0.7210341691970825,1,0.8778934478759766,1,0.8804382681846619,1,0.7994649410247803,1,0.7674905061721802,1,0.865375280380249,1,0.8553953170776367,1,0.8444992899894714,1,0.7616345882415771,1,0.9490617513656616,1,0.9414609670639038,1,0.7186074256896973,1,0.8161588907241821,1,0.744425356388092,1,0.772750973701477,1,0.8043331503868103,1,0.7966281771659851
6,mp-20714,1,0,7.756838217740489e-18,0,-13.113757133483887,0,-6.428917407989502,1,1.010862112045288,1,3.3827171325683594,1,3.8367459774017334,1,3.730071544647217,1,3.2952215671539307,1,2.669910430908203,1,2.3118295669555664,1,1.7568414211273193,1,1.2990734577178955,1,1.0892984867095947,1,0.8148385286331177,1,0.751163125038147,1,0.7445911169052124,1,0.7342658638954163,1,0.7685492038726807,1,0.7125394344329834,1,0.5671300888061523,1,0.6690812706947327,1,0.589322566986084,1,0.5815765857696533,1,0.5693970918655396,1,0.5661812424659729,0,0.38174593448638916,0,0.4912291169166565,1,0.6010213494300842,1,0.625207245349884,1,0.644080638885498,1,0.6836843490600586,1,0.5445656180381775,1,0.745673418045044,1,0.7114003896713257,1,0.6799231767654419,1,0.6808408498764038,1,0.879525899887085,1,0.8088046312332153,1,0.8935896158218384,1,0.9177797436714172,1,0.8148612976074219,1,0.9044004678726196,1,0.752830982208252,1,1.0112268924713135,1,0.9071693420410156,1,0.8820810317993164,1,1.0176864862442017,1,1.1184216737747192,1,1.1141798496246338,1,1.1208912134170532,1,1.127678394317627,1,1.1315189599990845,1,1.1372311115264893,1,1.0444092750549316,1,1.1480846405029297,1,1.1523768901824951,1,1.1516588926315308,1,1.14824640750885,1,1.106371283531189,1,1.1722848415374756,1,1.1268255710601807,1,1.027902603149414,1,1.1090843677520752,1,1.0261621475219727,1,1.0935112237930298,1,1.0084826946258545,1,1.0117483139038086,1,1.0066856145858765,1,1.0658934116363525,1,0.9673469066619873,1,1.0533329248428345
7,mp-1086660,1,1,0.999977707862854,1,4.142996788024902,1,4.283198356628418,1,4.418583869934082,1,4.167959690093994,1,4.078000068664551,1,3.75290584564209,1,3.181434154510498,1,2.4981446266174316,1,2.2985448837280273,1,1.8769783973693848,1,1.0153493881225586,1,1.113337516784668,1,0.9406501650810242,1,0.8506520986557007,1,0.7682158946990967,1,0.6155382394790649,1,0.7535755038261414,1,0.7636717557907104,1,0.7290395498275757,1,0.6413892507553101,1,0.6198397874832153,1,0.6494714021682739,1,0.6406874656677246,1,0.6427376866340637,1,0.6522107124328613,1,0.6682275533676147,1,0.6400066614151001,1,0.6214545369148254,1,0.7535913586616516,1,0.7674775123596191,1,0.7317543625831604,1,0.8406440019607544,1,0.9284317493438721,1,0.9244256019592285,1,0.9529998898506165,1,0.97870272397995,1,1.0047094821929932,1,1.0320676565170288,1,1.0132029056549072,1,1.0880627632141113,1,1.1598548889160156,1,0.9732799530029297,1,1.177330493927002,1,1.2124531269073486,1,1.226179599761963,1,1.1736003160476685,1,1.0440833568572998,1,1.266930103302002,1,1.3025833368301392,1,1.3313665390014648,1,1.320026159286499,1,1.3290319442749023,1,1.3378031253814697,1,1.1806365251541138,1,1.3102669715881348,1,1.3545355796813965,1,1.3735159635543823,1,1.112527847290039,1,1.3403358459472656,1,1.298588514328003,1,1.2270499467849731,1,1.1737523078918457,1,1.2008655071258545,1,1.2968552112579346,1,1.247251272201538,1,1.2561718225479126,1,1.2004425525665283,1,1.311903476715088,1,1.263911247253418,1,1.2554222345352173
8,mp-1095076,1,1,0.9999995231628418,1,6.0058135986328125,1,6.500645160675049,1,6.42985725402832,1,6.363620758056641,1,5.542962074279785,1,4.73207950592041,1,3.643960475921631,1,3.1235623359680176,1,2.064420700073242,1,1.2411072254180908,1,0.9200154542922974,0,0.014350831508636475,0,-0.10691708326339722,0,-0.2557411789894104,0,-0.13770180940628052,0,-0.06306904554367065,0,-0.07203036546707153,0,0.17444565892219543,0,0.2743271589279175,0,0.40181082487106323,1,0.5028148889541626,1,0.5508748292922974,1,0.6084612607955933,1,0.6413153409957886,1,0.6208985447883606,1,0.6717730164527893,1,0.6549851894378662,1,0.7296441197395325,1,0.7644838094711304,1,0.7880162000656128,1,0.7709875702857971,1,0.5949819087982178,1,0.912839949131012,1,0.8878756761550903,1,0.9810453057289124,1,1.014739751815796,1,1.0303127765655518,1,1.048340916633606,1,1.1185393333435059,1,0.8304264545440674,1,1.2596690654754639,1,1.242455244064331,1,1.240644931793213,1,1.2852755784988403,1,1.3704757690429688,1,1.4038097858428955,1,1.4294325113296509,1,1.4504377841949463,1,1.2796071767807007,1,1.5560144186019897,1,1.3792444467544556,1,1.2525545358657837,1,1.5164010524749756,1,1.5260645151138306,1,1.5334222316741943,1,1.5330896377563477,1,1.4762771129608154,1,1.3920968770980835,1,1.5107545852661133,1,1.4970206022262573,1,1.3734655380249023,1,1.4691476821899414,1,1.067570447921753,1,1.2578750848770142,1,1.2471210956573486,1,1.4169087409973145,1,1.3607122898101807,1,1.2099740505218506,1,1.2962805032730103,1,1.266892910003662
9,mp-5765,1,1,0.9997283816337585,1,4.053187370300293,1,3.978036880493164,1,4.068231582641602,1,4.341315746307373,1,4.288105010986328,1,3.654331922531128,1,3.353754997253418,1,2.8315911293029785,1,2.2801146507263184,1,1.914932370185852,1,1.2944860458374023,1,1.171730637550354,1,1.0093976259231567,1,0.9900828003883362,1,0.8803059458732605,1,0.8112368583679199,1,0.7513818144798279,1,0.6337795853614807,1,0.6558475494384766,1,0.6168779134750366,0,0.40009814500808716,1,0.5768191814422607,1,0.5518348813056946,1,0.544298529624939,1,0.5703907012939453,1,0.5798661112785339,1,0.5979628562927246,1,0.6190110445022583,1,0.6050928831100464,1,0.6692386269569397,1,0.7002875804901123,1,0.7315940856933594,1,0.7999758720397949,1,0.8011534810066223,1,0.7488595843315125,1,0.7932510375976562,1,0.8613994121551514,1,0.8533735275268555,1,0.9100661873817444,1,0.8837099075317383,1,0.9642454981803894,1,0.9958140850067139,1,1.0774924755096436,1,0.7951012849807739,1,0.9677143096923828,1,1.012412667274475,1,1.0886070728302002,1,0.907221257686615,1,1.1503843069076538,1,1.16056227684021,1,1.1350984573364258,1,1.1750812530517578,1,1.1827343702316284,1,1.1534104347229004,1,1.2128371000289917,1,1.000197410583496,1,1.1908588409423828,1,1.186042308807373,1,1.0870192050933838,1,1.1663315296173096,1,1.0936704874038696,1,1.144348382949829,1,1.1360398530960083,1,1.0232503414154053,1,1.1125750541687012,1,1.102921724319458,1,1.093876838684082,1,1.0912328958511353,1,1.0656837224960327,1,1.0781288146972656
