mp-1010161,0
mp-1018162,0
mp-1011031,0
mp-1017534,0
mp-1001917,0
mp-1018779,0
mp-1021674,0
mp-1025272,0
mp-1022089,0
mp-1008752,0
mp-1018084,0
mp-1008274,0
mp-1008927,0
mp-1026809,0
mp-1014454,0
mp-1026539,0
mp-10182,0
mp-1026642,0
mp-1026870,0
mp-1032787,0
mp-10120,0
mp-1008676,0
mp-1028405,0
mp-1017465,0
mp-1026738,0
mp-1035238,0
mp-1026641,0
mp-1018781,0
mp-1001603,0
mp-1009017,0
mp-1016265,0
mp-1026538,0
mp-1036652,0
mp-1035627,0
mp-1031822,0
mp-1014460,0
mp-1021162,0
mp-1023611,0
mp-1018118,0
mp-1031639,0
mp-1022107,0
mp-1025068,0
mp-1025312,0
mp-1003485,0
mp-1017629,0
mp-10059,0
mp-1006223,0
mp-1018061,0
mp-1037420,0
mp-1037251,0
mp-1018021,0
mp-1018712,0
mp-1028003,0
mp-1028327,0
mp-1021747,0
mp-1018017,0
mp-10037,0
mp-1018089,0
mp-1009222,0
mp-1008931,0
mp-1018666,0
mp-1013526,0
mp-1008650,0
mp-1022140,0
mp-1023129,0
mp-1018048,0
mp-1016326,0
mp-1001117,0
mp-10080,0
mp-1026858,0
mp-1008376,0
mp-1032301,0
mp-1014231,0
mp-1026810,0
mp-10185,0
mp-1025283,0
mp-10024,0
mp-1008555,0
mp-1007907,0
mp-1017630,0
mp-1021419,0
mp-1026535,0
mp-1002220,0
mp-1002224,0
mp-1027927,0
mp-1008777,0
mp-1026893,0
mp-1036089,0
mp-1031981,0
mp-1009814,0
mp-1009583,0
mp-1018063,0
mp-1022387,0
mp-1017577,0
mp-1025241,0
mp-1027782,0
mp-1001826,0
mp-1008928,0
mp-1016886,0
mp-1032324,0
mp-1027978,0
mp-1018072,0
mp-1016242,0
mp-1022672,0
mp-1006245,0
mp-10198,0
mp-1026744,0
mp-1018646,0
mp-1026444,0
mp-1010,0
mp-1006278,0
mp-1002114,0
mp-1006884,0
mp-1016241,0
mp-1001614,0
mp-1028056,0
mp-1016819,0
mp-1026490,0
mp-1028019,0
mp-1008926,0
mp-1018137,0
mp-1025222,0
mp-1027162,0
mp-1009019,0
mp-1009206,0
mp-1018023,0
mp-1008858,0
mp-1004758,0
mp-1006146,0
mp-1008673,0
mp-1008554,0
mp-1008881,0
mp-1007908,0
mp-1007665,0
mp-1004525,0
mp-1026388,0
mp-1009488,0
mp-1037611,0
mp-1035697,0
mp-1027829,0
mp-10079,0
mp-1009130,0
mp-1009543,0
mp-1028080,0
mp-1031,0
mp-102,0
mp-1018639,0
mp-1018079,0
mp-1001844,0
mp-1006886,0
mp-1017554,0
mp-1027758,0
mp-1031034,0
mp-1026786,0
mp-1028093,0
mp-1026793,0
mp-1028209,0
mp-1008682,0
mp-1009649,0
mp-1021478,0
mp-1024984,0
mp-1021449,0
mp-1025017,0
mp-1009217,0
mp-1008617,0
mp-1017460,0
mp-1018157,0
mp-1018101,0
mp-1007,0
mp-1035508,0
mp-1028324,0
mp-1005727,0
mp-1021507,0
mp-1014219,0
mp-1028215,0
mp-1032309,0
mp-1009079,0
mp-10039,0
mp-1018062,0
mp-1009582,0
mp-1018028,0
mp-10134,0
mp-10065,0
mp-1001571,0
mp-1001780,0
mp-1027898,0
mp-1008728,0
mp-1009839,0
mp-1026432,0
mp-1017491,0
mp-1008924,0
mp-1021691,0
mp-1008922,0
mp-1007819,0
mp-10373,0
mp-1028318,0
mp-1026906,0
mp-1009555,0
mp-10069,0
mp-1025338,0
mp-1008807,0
mp-1018020,0
mp-1002229,0
mp-1001606,0
mp-1022119,0
mp-1018641,0
mp-1009237,0
mp-1026473,0
mp-1021656,0
mp-1034142,0
mp-1010136,0
mp-1021374,0
mp-1022026,0
mp-1028413,0
mp-1018105,0
mp-1021518,0
mp-1028040,0
mp-1008677,0
mp-1016282,0
mp-1016902,0
mp-1032216,0
mp-1017509,0
mp-1006112,0
mp-1016301,0
mp-10038,0
mp-1015612,0
mp-1028344,0
mp-1028193,0
mp-1011375,0
mp-1035445,0
mp-1021670,0
mp-1009132,0
mp-1032770,0
mp-1033144,0
mp-1037841,0
mp-1008,0
mp-1009826,0
mp-1019601,0
mp-1022045,0
mp-1034006,0
mp-1008929,0
mp-1006256,0
mp-1009077,0
mp-1025027,0
mp-1027926,0
mp-1009640,0
mp-1009230,0
mp-1018127,0
mp-1018123,0
mp-1018122,0
mp-1018138,0
mp-1032193,0
mp-1035119,0
mp-1009207,0
mp-1016930,0
mp-1018085,0
mp-1035402,0
mp-10130,0
mp-1028251,0
mp-1005719,0
mp-1016926,0
mp-1009014,0
mp-1004753,0
mp-1008626,0
mp-1026696,0
mp-10145,0
mp-1009485,0
mp-1023507,0
mp-1016880,0
mp-1018158,0
mp-1018769,0
mp-1016243,0
mp-1026876,0
mp-1009131,0
mp-1016254,0
mp-1008925,0
mp-1028296,0
mp-1018155,0
mp-10118,0
mp-1031722,0
mp-1028359,0
mp-1035863,0
mp-1002223,0
mp-1018780,0
mp-1028154,0
mp-1016836,0
mp-10094,0
mp-1007900,0
mp-1025549,0
mp-1008923,0
mp-1018762,0
mp-1025193,0
mp-10188,0
mp-1014251,0
mp-1006057,0
mp-1026391,0
mp-1022116,0
mp-1014509,0
mp-1016854,0
mp-1018029,0
mp-1001836,0
mp-1016830,0
mp-1022712,0
mp-1006885,0
mp-10041,0
mp-1018159,0
mp-10060,0
mp-1009830,0
mp-1017553,0
mp-1026904,0
mp-1017632,0
mp-1003637,0
mp-1026902,0
mp-1001605,0
mp-1018120,0
mp-1009128,0
mp-1009020,0
mp-1002105,0
mp-1001784,0
mp-1018066,0
mp-1016225,0
mp-1008680,0
mp-1001843,0
mp-1008561,0
mp-1008867,0
mp-10061,0
mp-1016228,0
mp-1023490,0
mp-10049,0
mp-1009078,0
mp-1025297,0
mp-1016144,0
mp-1009264,0
mp-10036,0
mp-1006115,0
mp-1022081,0
mp-1006891,0
mp-1028363,0
mp-1016224,0
mp-1028015,0
mp-1009641,0
mp-1008985,0
mp-1002221,0
mp-1017558,0
mp-1034283,0
mp-1016346,0
mp-1028380,0
mp-1016904,0
mp-1002210,0
mp-10056,0
mp-1014264,0
mp-1006150,0
mp-1003317,0
mp-1001913,0
mp-1002226,0
mp-1016846,0
mp-1004756,0
mp-1034783,0
mp-1028367,0
mp-1028281,0
mp-2210698,0
mp-999132,0
mp-2230139,0
mp-1247191,0
mp-688151,0
mp-1070314,0
mp-1215442,0
mp-2715511,0
mp-1080817,0
mp-2240989,0
mp-865785,0
mp-1245828,0
mp-1235597,0
mp-28714,0
mp-1036880,0
mp-1111511,0
mp-690004,0
mp-753365,0
mp-1225681,0
mp-30536,0
mp-1205612,0
mp-6036,0
mp-510401,0
mp-867773,0
mp-6972,0
mp-975467,0
mp-757766,0
mp-1223905,0
mp-1188648,0
mp-1516644,0
mp-974060,0
mp-1226569,0
mp-1205498,0
mp-616573,0
mp-6841,0
mp-1183714,0
mp-862925,0
mp-1110878,0
mp-1209420,0
mp-1218376,0
mp-1099073,0
mp-1183685,0
mp-29819,0
mp-2225349,0
mp-1218186,0
mp-1099934,0
mp-21366,0
mp-1225675,0
mp-1218810,0
mp-1112245,0
mp-1147535,0
mp-756963,0
mp-1519625,0
mp-1521716,0
mp-644280,0
mp-983585,0
mp-572,0
mp-1079056,0
mp-1239379,0
mp-1220446,0
mp-1173402,0
mp-1186737,0
mp-7959,0
mp-1226420,0
mp-1523239,0
mp-1105257,0
mp-557533,0
mp-1048365,0
mp-631696,0
mp-1247418,0
mp-1099077,0
mp-1183624,0
mp-1224091,0
mp-1078086,0
mp-2228061,0
mp-675902,0
mp-560688,0
mp-780155,0
mp-10777,0
mp-1040816,0
mp-1034473,0
mp-560723,0
mp-1036050,0
mp-1147542,0
mp-865949,0
mp-1521905,0
mp-754392,0
mp-1226467,0
mp-1059707,0
mp-779209,0
mp-1232325,0
mp-551613,0
mp-1217115,0
mp-2716327,0
mp-1031345,0
mp-1213034,0
mp-1215707,0
mp-1147524,0
mp-1112637,0
mp-1222649,0
mp-754862,0
mp-2233424,0
mp-1222286,0
mp-755297,0
mp-1184315,0
mp-867279,0
mp-757801,0
mp-1217898,0
mp-1110906,0
mp-1520913,0
mp-1028329,0
mp-1110978,0
mp-2716082,0
mp-1028288,0
mp-1219010,0
mp-865460,0
mp-1189811,0
mp-1183286,0
mp-862878,0
mp-610972,0
mp-505571,0
mp-1207193,0
mp-2242140,0
mp-1206327,0
mp-1027914,0
mp-1093845,0
mp-1026521,0
mp-866227,0
mp-557618,0
mp-2218548,0
mp-1037756,0
mp-1216820,0
mp-2232233,0
mp-1222010,0
mp-1097390,0
mp-1206148,0
mp-1026394,0
mp-1179025,0
mp-1028369,0
mp-1516381,0
mp-1110604,0
mp-1216270,0
mp-9102,0
mp-1111483,0
mp-675238,0
mp-21014,0
mp-559435,0
mp-1026816,0
mp-1038639,0
mp-30377,0
mp-1215068,0
mp-1205940,0
mp-545522,0
mp-756463,0
mp-642477,0
mp-1039944,0
mp-760116,0
mp-349,0
mp-753512,0
mp-981132,0
mp-1222481,0
mp-556675,0
mp-1198330,0
mp-768185,0
mp-1022123,0
mp-865325,0
mp-21850,0
mp-1223947,0
mp-22921,0
mp-1101,0
mp-939867,0
mp-1181852,0
mp-1113901,0
mp-1078804,0
mp-1095743,0
mp-1218574,0
mp-4852,0
mp-1111504,0
mp-1205911,0
mp-1176805,0
mp-999288,0
mp-1147660,0
mp-1228864,0
mp-1212827,0
mp-2240162,0
mp-1218006,0
mp-2714537,0
mp-2230006,0
mp-1232335,0
mp-862880,0
mp-769554,0
mp-1096747,0
mp-1183550,0
mp-1217025,0
mp-1185666,0
mp-1188928,0
mp-1209015,0
mp-1026865,0
mp-1037789,0
mp-21028,0
mp-1087494,0
mp-1026587,0
mp-1033387,0
mp-1207351,0
mp-867108,0
mp-13308,0
mp-1101683,0
mp-11841,0
mp-1179060,0
mp-13412,0
mp-1097517,0
mp-1028368,0
mp-1037325,0
mp-1638660,0
mp-675089,0
mp-1027836,0
mp-1033361,0
mp-1216676,0
mp-1034577,0
mp-18854,0
mp-1034688,0
mp-2281,0
mp-1174292,0
mp-2227450,0
mp-862953,0
mp-1183608,0
mp-13001,0
mp-866283,0
mp-1208929,0
mp-866228,0
mp-1178229,0
mp-1032930,0
mp-641367,0
mp-4236,0
mp-1196499,0
mp-1225475,0
mp-1094486,0
mp-1236966,0
mp-698298,0
mp-1113058,0
mp-1080526,0
mp-558852,0
mp-1187699,0
mp-615420,0
mp-849075,0
mp-1185088,0
mp-985290,0
mp-1178254,0
mp-1220109,0
mp-5075,0
mp-559374,0
mp-775231,0
mp-1216739,0
mp-1521128,0
mp-1185079,0
mp-554955,0
mp-1227945,0
mp-764927,0
mp-1518407,0
mp-760539,0
mp-1023610,0
mp-1097232,0
mp-1220085,0
mp-1037604,0
mp-753228,0
mp-756782,0
mp-1068906,0
mp-1224081,0
mp-1203172,0
mp-1102298,0
mp-1214307,0
mp-865414,0
mp-759324,0
mp-1035533,0
mp-758649,0
mp-1225284,0
mp-1187220,0
mp-1517390,0
mp-568095,0
mp-1095795,0
mp-1100542,0
mp-1026399,0
mp-1216037,0
mp-774835,0
mp-862805,0
mp-2714120,0
mp-1048171,0
mp-1040341,0
mp-1191259,0
mp-2731,0
mp-1097171,0
mp-1191296,0
mp-753098,0
mp-864824,0
mp-1147540,0
mp-1176858,0
mp-850062,0
mp-1185402,0
mp-1517247,0
mp-860959,0
mp-30512,0
mp-1219717,0
mp-1517067,0
mp-1216339,0
mp-973534,0
mp-1229034,0
mp-1097379,0
mp-1218993,0
mp-862954,0
mp-1094094,0
mp-864939,0
mp-1226511,0
mp-1221270,0
mp-11521,0
mp-867535,0
mp-850190,0
mp-1035243,0
mp-863739,0
mp-1183230,0
mp-1523060,0
mp-1227470,0
mp-1037960,0
mp-1032166,0
mp-1080547,0
mp-1206590,0
mp-1027810,0
mp-30715,0
mp-1183106,0
mp-862677,0
mp-753105,0
mp-4711,0
mp-984700,0
mp-1037140,0
mp-1185658,0
mp-759037,0
mp-758474,0
mp-1218821,0
mp-2714134,0
mp-754182,0
mp-961716,0
mp-1187257,0
mp-29250,0
mp-1206267,0
mp-755447,0
mp-578611,0
mp-11372,0
mp-1408168,0
mp-637631,0
mp-13456,0
mp-12020,0
mp-1096848,0
mp-1227071,0
mp-1218927,0
mp-1183463,0
mp-1028101,0
mp-569594,0
mp-1228363,0
mp-1215501,0
mp-1097193,0
mp-757095,0
mp-1228051,0
mp-982,0
mp-1078911,0
mp-1093625,0
mp-1188752,0
mp-8481,0
mp-1184018,0
mp-1111162,0
mp-2232915,0
mp-1224593,0
mp-1034187,0
mp-1216618,0
mp-1191302,0
mp-867985,0
mp-2217159,0
mp-1238517,0
mp-1518804,0
mp-977582,0
mp-1522016,0
mp-1400616,0
mp-1215573,0
mp-1187528,0
mp-1174307,0
mp-759049,0
mp-546321,0
mp-1225960,0
mp-1097458,0
mp-1025051,0
mp-1217273,0
mp-1206360,0
mp-1076368,0
mp-1246496,0
mp-1147750,0
mp-1232418,0
mp-38102,0
mp-758539,0
mp-2240013,0
mp-1214572,0
mp-1032040,0
mp-1112167,0
mp-1097305,0
mp-417,0
mp-1113018,0
mp-761163,0
mp-862927,0
mp-2227244,0
mp-1093624,0
mp-1175488,0
